Counter,Date/time,Latitude,Longitude,Temperature,Humidity,Magnetometer,Clouds
154,2023-05-03 05:14:28.634225,2.169670670338977,70.19018157508962,31.7909,29.1752,"{'x': 41.223941802978516, 'y': -1.8717994689941406, 'z': 11.707948684692383}",68.18
155,2023-05-03 05:14:59.293613,0.6064132400877916,71.29178896525855,31.7554,29.3159,"{'x': 41.17926025390625, 'y': -2.3418145179748535, 'z': 10.104826927185059}",40.71
156,2023-05-03 05:15:29.950205,-0.9574370003215322,72.39290371236062,31.4353,29.0895,"{'x': 41.09455108642578, 'y': -2.861581325531006, 'z': 8.459595680236816}",0.49
157,2023-05-03 05:16:00.605249,-2.520647541851556,73.49499836373518,31.8798,29.1721,"{'x': 40.99589920043945, 'y': -3.3064777851104736, 'z': 6.78855562210083}",78.9
158,2023-05-03 05:16:31.242177,-4.0825080091646555,74.5999184407419,31.8621,29.0314,"{'x': 40.875118255615234, 'y': -3.6805622577667236, 'z': 5.080889701843262}",110.59
159,2023-05-03 05:17:01.866863,-5.641443720042592,75.70890771577966,31.8621,29.1048,"{'x': 40.791473388671875, 'y': -4.238593578338623, 'z': 3.4333038330078125}",113.57
160,2023-05-03 05:17:32.501034,-7.197010777658663,76.82402870173428,32.5555,29.1966,"{'x': 40.63960647583008, 'y': -4.684180736541748, 'z': 1.56096613407135}",136.79
161,2023-05-03 05:18:03.128741,-8.749491745223313,77.94791021358917,31.9688,29.1691,"{'x': 40.57801818847656, 'y': -5.068178176879883, 'z': -0.3458934724330902}",146.89
162,2023-05-03 05:18:33.796258,-10.29725573103615,79.08185080520947,31.7198,28.8111,"{'x': 40.49078369140625, 'y': -5.337261199951172, 'z': -2.4113643169403076}",157.62
163,2023-05-03 05:19:04.459972,-11.841900554265353,80.22959093825071,31.702,28.9121,"{'x': 40.348052978515625, 'y': -5.423095226287842, 'z': -4.247458457946777}",110.45
164,2023-05-03 05:19:35.141751,-13.380283728769136,81.39144989303124,31.7909,29.0314,"{'x': 40.17023468017578, 'y': -5.6837873458862305, 'z': -6.053058624267578}",98.41
165,2023-05-03 05:20:05.830916,-14.912664969162007,82.57035497111437,32.7511,29.1568,"{'x': 40.05567932128906, 'y': -5.733442306518555, 'z': -7.699639797210693}",142.5
166,2023-05-03 05:20:36.491656,-16.437572198326123,83.76802439536453,31.9688,28.9365,"{'x': 39.9243049621582, 'y': -5.857537269592285, 'z': -9.646077156066895}",119.89
167,2023-05-03 05:21:07.139748,-17.952280275753054,84.98522894031065,32.0754,29.0069,"{'x': 39.77000427246094, 'y': -5.913733005523682, 'z': -11.299599647521973}",111.34
168,2023-05-03 05:21:37.812056,-19.456591827846122,86.22481784634013,31.8798,29.0222,"{'x': 39.68621826171875, 'y': -5.840972900390625, 'z': -12.933591842651367}",146.1
169,2023-05-03 05:22:08.463833,-20.951253389168812,87.49063632326941,32.111,28.8937,"{'x': 39.61052322387695, 'y': -5.8406476974487305, 'z': -14.628735542297363}",103.8
170,2023-05-03 05:22:39.143945,-22.432982413974578,88.78328354077506,31.951,28.6612,"{'x': 39.4178352355957, 'y': -5.693808078765869, 'z': -16.214113235473633}",80.16
171,2023-05-03 05:23:09.853759,-23.90302146883591,90.1074182844211,32.111,29.0436,"{'x': 39.25149154663086, 'y': -5.512378215789795, 'z': -17.816341400146484}",59.14
172,2023-05-03 05:23:40.550973,-25.359985252406116,91.4656737462097,31.9332,28.9243,"{'x': 39.038448333740234, 'y': -5.361302375793457, 'z': -19.42243003845215}",10.63
173,2023-05-03 05:24:11.187068,-26.800678137686262,92.85908781762559,32.3066,28.8815,"{'x': 38.809791564941406, 'y': -5.063480377197266, 'z': -20.949493408203125}",0.08
174,2023-05-03 05:24:41.839336,-28.22144945821844,94.28815092964352,32.0932,28.5877,"{'x': 38.744937896728516, 'y': -4.839013576507568, 'z': -22.38248062133789}",19.18
175,2023-05-03 05:25:12.504519,-29.62460972879059,95.75953061031575,32.1466,28.8356,"{'x': 38.6368293762207, 'y': -4.360069274902344, 'z': -23.925256729125977}",46.21
176,2023-05-03 05:25:43.184843,-31.007816188145224,97.27557288967223,32.84,28.961,"{'x': 38.35606002807617, 'y': -4.09860897064209, 'z': -24.98345947265625}",30.42
177,2023-05-03 05:26:13.858615,-32.36997725115616,98.84018668311296,31.8976,28.9396,"{'x': 38.17164611816406, 'y': -3.7892918586730957, 'z': -26.19025421142578}",30.92
178,2023-05-03 05:26:44.538970,-33.7081125801853,100.45533457837362,31.9865,28.7866,"{'x': 37.93152618408203, 'y': -3.462570905685425, 'z': -27.64335060119629}",51.01
179,2023-05-03 05:27:15.210281,-35.02083760329761,102.12502075324406,32.0754,28.756,"{'x': 37.70815658569336, 'y': -3.041156053543091, 'z': -28.794214248657227}",62.4
180,2023-05-03 05:27:45.850263,-36.3042916818854,103.85022310506456,32.2355,28.6398,"{'x': 37.48408889770508, 'y': -2.6101937294006348, 'z': -29.742576599121094}",29.75
181,2023-05-03 05:28:16.536952,-37.55865244077723,105.6374916172978,32.3244,28.808,"{'x': 37.39380645751953, 'y': -2.1924567222595215, 'z': -30.78911781311035}",45.35
182,2023-05-03 05:28:47.184405,-38.781411417338404,107.49022362452621,32.2355,28.5694,"{'x': 37.26768112182617, 'y': -1.6505794525146484, 'z': -31.716445922851562}",81.09
183,2023-05-03 05:29:17.839395,-39.96768465636097,109.40804371145933,32.4844,28.701,"{'x': 37.112606048583984, 'y': -1.1856118440628052, 'z': -32.590084075927734}",116.69
184,2023-05-03 05:29:48.489768,-41.11664622633708,111.39693692583147,32.7511,28.4439,"{'x': 37.2032356262207, 'y': -0.8426713347434998, 'z': -33.56294631958008}",135.75
185,2023-05-03 05:30:19.168417,-42.22497236378439,113.45905894970025,32.84,28.8325,"{'x': 37.117462158203125, 'y': -0.4454052746295929, 'z': -34.441184997558594}",144.91
186,2023-05-03 05:30:49.820142,-43.29029119125263,115.5983275248557,32.0577,29.1415,"{'x': 37.01364517211914, 'y': -0.007225297391414642, 'z': -35.43589401245117}",148.89
187,2023-05-03 05:31:20.455470,-44.3081534002953,117.81433065246979,32.1288,28.8631,"{'x': 36.99872970581055, 'y': 0.383236289024353, 'z': -36.074012756347656}",140.22
188,2023-05-03 05:31:51.139450,-45.27678370515118,120.11211605018858,32.9644,29.1171,"{'x': 37.04572677612305, 'y': 0.8882399201393127, 'z': -36.94816207885742}",158.0
189,2023-05-03 05:32:21.817384,-46.19268451769878,122.4930493115937,33.0356,28.9886,"{'x': 37.00693893432617, 'y': 1.3556448221206665, 'z': -37.84885025024414}",175.95
190,2023-05-03 05:32:52.469225,-47.051354020209864,124.9550396540164,32.0577,28.8203,"{'x': 36.981143951416016, 'y': 1.7342153787612915, 'z': -38.59905242919922}",170.18
191,2023-05-03 05:33:23.126325,-47.849047741414935,127.49664858252922,32.3421,29.1109,"{'x': 36.956787109375, 'y': 2.174672842025757, 'z': -39.4152717590332}",177.43
192,2023-05-03 05:33:53.808077,-48.58275479952292,130.117779003754,32.3244,28.958,"{'x': 36.97075271606445, 'y': 2.6669909954071045, 'z': -40.13284683227539}",184.3
193,2023-05-03 05:34:24.486363,-49.24957131133329,132.81832480128787,32.8044,28.6612,"{'x': 36.781497955322266, 'y': 3.913320779800415, 'z': -40.815338134765625}",184.99
194,2023-05-03 05:34:55.149658,-49.84516464133364,135.5909040603505,32.1643,28.6612,"{'x': 36.810890197753906, 'y': 4.570785999298096, 'z': -41.606834411621094}",185.17
195,2023-05-03 05:35:25.837603,-50.366342786032696,138.43002377368617,32.4133,28.8509,"{'x': 36.890201568603516, 'y': 5.202734470367432, 'z': -42.324317932128906}",180.75
196,2023-05-03 05:35:56.479145,-50.81054018691995,141.3315239391763,32.5377,28.9151,"{'x': 36.87406539916992, 'y': 5.8760457038879395, 'z': -42.85132598876953}",178.17
197,2023-05-03 05:36:27.113735,-51.174325071871266,144.28184946116275,32.4844,29.0222,"{'x': 36.86342239379883, 'y': 6.513833522796631, 'z': -43.00577163696289}",181.58
198,2023-05-03 05:36:57.774169,-51.45593964126493,147.2742790553445,32.5555,29.2088,"{'x': 36.908897399902344, 'y': 7.1916093826293945, 'z': -43.15819549560547}",185.81
199,2023-05-03 05:37:28.452295,-51.65383027293831,150.3020503865729,32.8222,28.9886,"{'x': 36.942787170410156, 'y': 7.824663162231445, 'z': -43.383628845214844}",181.56
200,2023-05-03 05:37:59.107270,-51.76644734884113,153.35326036184986,32.6977,28.9059,"{'x': 37.07893371582031, 'y': 8.631681442260742, 'z': -43.69276809692383}",132.49
201,2023-05-03 05:38:29.800217,-51.792895063603794,156.41171459312125,32.111,29.0803,"{'x': 37.24032974243164, 'y': 9.312252044677734, 'z': -44.0204963684082}",70.66
202,2023-05-03 05:39:00.500178,-51.73299005514787,159.471704662253,32.1288,28.7162,"{'x': 37.08966064453125, 'y': 10.1139554977417, 'z': -44.1740837097168}",38.16
203,2023-05-03 05:39:31.192391,-51.587012280777245,162.51792875355738,32.1821,29.2088,"{'x': 37.18592834472656, 'y': 11.00788688659668, 'z': -43.98880386352539}",33.99
204,2023-05-03 05:40:01.910887,-51.3561405423933,165.5359687813811,32.0221,29.1018,"{'x': 37.051551818847656, 'y': 11.833052635192871, 'z': -43.854225158691406}",58.28
205,2023-05-03 05:40:32.649182,-51.041194207133884,168.52227598577363,32.0932,29.1354,"{'x': 37.05931091308594, 'y': 13.318326950073242, 'z': -43.68280792236328}",64.16
206,2023-05-03 05:41:03.329621,-50.64447857995718,171.4617898822593,32.0577,29.1048,"{'x': 37.13313674926758, 'y': 14.006829261779785, 'z': -43.513301849365234}",88.75
207,2023-05-03 05:41:34.057490,-50.16945899727971,174.33986277565796,32.5555,29.3465,"{'x': 37.08534240722656, 'y': 14.557045936584473, 'z': -43.30189514160156}",44.41
208,2023-05-03 05:42:04.801527,-49.61738853237337,177.15870500298914,32.1288,29.0956,"{'x': 37.0964469909668, 'y': 15.328691482543945, 'z': -43.18511962890625}",8.3
209,2023-05-03 05:42:35.542093,-48.991728515683974,179.9089658982718,32.2532,29.065,"{'x': 37.1949577331543, 'y': 15.983685493469238, 'z': -43.00442886352539}",1.2
210,2023-05-03 05:43:06.258688,-48.296168456049315,-177.41597740922248,32.9644,29.0865,"{'x': 37.173828125, 'y': 16.82529640197754, 'z': -42.75284194946289}",0.8
211,2023-05-03 05:43:36.946454,-47.53476818893697,-174.8214037062624,32.2888,29.2058,"{'x': 37.18503952026367, 'y': 17.625717163085938, 'z': -42.22433853149414}",0.11
212,2023-05-03 05:44:07.683879,-46.71145906318534,-172.3100385420968,32.3599,29.3496,"{'x': 37.22948455810547, 'y': 18.32516860961914, 'z': -41.56501770019531}",0.29
213,2023-05-03 05:44:38.418079,-45.827398186659664,-169.87595262943714,32.4666,29.4628,"{'x': 37.22671890258789, 'y': 19.105010986328125, 'z': -41.03545379638672}",0.32
214,2023-05-03 05:45:09.116504,-44.88793302010012,-167.5247727604286,32.9644,29.2241,"{'x': 37.08286666870117, 'y': 19.820035934448242, 'z': -40.40147018432617}",0.11
215,2023-05-03 05:45:39.815468,-43.89716225812402,-165.25692832469906,32.3955,29.1935,"{'x': 37.040706634521484, 'y': 20.64592170715332, 'z': -39.956451416015625}",0.09
216,2023-05-03 05:46:10.543832,-42.85779976095232,-163.06917550638076,32.8222,29.2425,"{'x': 37.07202911376953, 'y': 21.452428817749023, 'z': -39.36747741699219}",0.37
217,2023-05-03 05:46:41.283847,-41.77191312219501,-160.95723468694288,32.0932,29.1048,"{'x': 37.11853790283203, 'y': 22.086292266845703, 'z': -38.64506912231445}",0.09
218,2023-05-03 05:47:12.024993,-40.643172076122724,-158.92004302763982,32.0577,28.9824,"{'x': 37.03156661987305, 'y': 22.824342727661133, 'z': -37.94844436645508}",0.1
219,2023-05-03 05:47:42.759461,-39.47495811185755,-156.95561202288314,32.8044,29.1354,"{'x': 37.011173248291016, 'y': 23.552186965942383, 'z': -37.06640625}",0.11
220,2023-05-03 05:48:13.459477,-38.27031034097968,-155.0612165844529,32.0399,29.1538,"{'x': 36.920989990234375, 'y': 24.09380531311035, 'z': -36.0776481628418}",0.0
221,2023-05-03 05:48:44.164241,-37.033210602121436,-153.2354570422235,32.3066,29.267,"{'x': 36.897972106933594, 'y': 24.67496681213379, 'z': -35.2239875793457}",0.0
222,2023-05-03 05:49:14.885176,-35.76408855836502,-151.4718307174375,32.1288,29.1568,"{'x': 36.877315521240234, 'y': 25.400861740112305, 'z': -34.38936996459961}",0.0
223,2023-05-03 05:49:45.567504,-34.46539566882451,-149.7672477582181,32.271,29.1691,"{'x': 36.62745666503906, 'y': 26.100387573242188, 'z': -33.37815475463867}",0.0
224,2023-05-03 05:50:16.269215,-33.14141828740004,-148.12095922595017,31.9688,29.1538,"{'x': 36.52888870239258, 'y': 26.657136917114258, 'z': -32.3232536315918}",0.0
225,2023-05-03 05:50:47.002623,-31.791731374163817,-146.52646836945053,31.9154,29.1905,"{'x': 36.44831085205078, 'y': 27.349565505981445, 'z': -31.457748413085938}",0.0
226,2023-05-03 05:51:17.703478,-30.417644333939585,-144.9799733723323,32.6977,29.3068,"{'x': 36.24504470825195, 'y': 27.898883819580078, 'z': -30.667964935302734}",0.0
227,2023-05-03 05:51:48.404067,-29.02380223437814,-143.4814758164052,32.0754,29.0895,"{'x': 36.25431442260742, 'y': 28.475435256958008, 'z': -29.565494537353516}",0.0
228,2023-05-03 05:52:19.115637,-27.610465188686884,-142.02622942406146,32.1821,29.3006,"{'x': 36.29767990112305, 'y': 28.979211807250977, 'z': -28.452770233154297}",0.0
229,2023-05-03 05:52:49.823096,-26.17862578434271,-140.61066031021718,32.68,29.3496,"{'x': 36.219600677490234, 'y': 29.40940284729004, 'z': -27.71874237060547}",0.0
230,2023-05-03 05:53:20.544212,-24.7309321889825,-139.23301904195966,32.1288,29.2945,"{'x': 36.36570739746094, 'y': 29.916101455688477, 'z': -26.69821548461914}",0.0
231,2023-05-03 05:53:51.238327,-23.26655835165059,-137.88844667818418,32.1466,29.3618,"{'x': 36.276206970214844, 'y': 30.439464569091797, 'z': -25.778989791870117}",0.0
232,2023-05-03 05:54:21.950176,-21.790107780816474,-136.57727197047254,32.0399,29.3221,"{'x': 36.106689453125, 'y': 30.721664428710938, 'z': -24.670591354370117}",0.0
233,2023-05-03 05:54:52.665210,-20.300442125076483,-135.29475173317053,32.5022,29.371,"{'x': 36.00003433227539, 'y': 31.232839584350586, 'z': -23.480247497558594}",0.0
234,2023-05-03 05:55:23.370464,-18.798531905020152,-134.03828463171266,32.0399,29.2792,"{'x': 36.051673889160156, 'y': 31.702009201049805, 'z': -22.351016998291016}",0.0
235,2023-05-03 05:55:54.069542,-17.28701817982209,-132.80676229478573,31.8621,29.2364,"{'x': 35.982669830322266, 'y': 32.19121170043945, 'z': -21.16111946105957}",0.0
236,2023-05-03 05:56:24.764303,-15.766750407289193,-131.59767434811732,32.7689,29.5209,"{'x': 35.85789489746094, 'y': 32.57627487182617, 'z': -19.85502052307129}",0.0
237,2023-05-03 05:56:55.458195,-14.237736835983421,-130.4080041880226,31.6843,29.0803,"{'x': 35.77041244506836, 'y': 33.00822448730469, 'z': -18.645214080810547}",0.0
238,2023-05-03 05:57:26.148896,-12.701846396757896,-129.23631184596366,31.7732,29.2792,"{'x': 35.84735107421875, 'y': 33.250362396240234, 'z': -17.45800018310547}",0.0
239,2023-05-03 05:57:56.845834,-11.159133458141325,-128.0798536221737,31.5598,29.0467,"{'x': 35.855499267578125, 'y': 33.62207794189453, 'z': -16.21767234802246}",0.0
240,2023-05-03 05:58:27.550248,-9.610666919783073,-126.93675568005898,31.9332,29.4536,"{'x': 35.99250030517578, 'y': 33.835350036621094, 'z': -15.140817642211914}",0.0
241,2023-05-03 05:58:58.258236,-8.056986334103922,-125.80482394380189,31.702,29.3282,"{'x': 35.94235610961914, 'y': 34.16945266723633, 'z': -14.043079376220703}",0.0
242,2023-05-03 05:59:28.929020,-6.5003452396627965,-124.68316369027949,31.5598,29.3588,"{'x': 35.726070404052734, 'y': 34.6159782409668, 'z': -12.979658126831055}",0.0
243,2023-05-03 05:59:59.642067,-4.939932335098995,-123.56871559607079,31.6309,29.2976,"{'x': 35.55080032348633, 'y': 34.8447151184082, 'z': -11.520550727844238}",0.0
244,2023-05-03 06:00:30.346786,-3.376123882145846,-122.45933780817347,31.6309,29.42,"{'x': 35.479827880859375, 'y': 35.218997955322266, 'z': -10.281575202941895}",0.0
245,2023-05-03 06:01:01.062782,-1.8110317996929524,-121.35414236428258,32.5555,29.4169,"{'x': 35.53104782104492, 'y': 35.28358459472656, 'z': -9.119811058044434}",0.0
246,2023-05-03 06:01:31.775911,-0.24456795837723588,-120.25069962951996,31.8087,29.3832,"{'x': 35.33598327636719, 'y': 35.5479850769043, 'z': -7.81509256362915}",0.0
247,2023-05-03 06:02:02.392775,1.321362458356992,-119.14799737306573,31.5065,29.3282,"{'x': 35.23408889770508, 'y': 35.7186279296875, 'z': -6.331465244293213}",0.0
248,2023-05-03 06:02:33.091475,2.88296243947684,-118.04636647098484,31.4531,29.2517,"{'x': 35.069732666015625, 'y': 35.950950622558594, 'z': -5.1342973709106445}",0.0
249,2023-05-03 06:03:03.805408,4.446421985143054,-116.93908629019549,31.8087,29.423,"{'x': 34.93537521362305, 'y': 36.043182373046875, 'z': -3.9622528553009033}",0.0
250,2023-05-03 06:03:34.495787,6.009252869425362,-115.82551737345038,32.5199,29.5423,"{'x': 34.986427307128906, 'y': 36.1737174987793, 'z': -2.9721522331237793}",0.0
251,2023-05-03 06:04:05.218744,7.567671111404537,-114.70594251442127,31.4531,29.3221,"{'x': 34.849544525146484, 'y': 36.505653381347656, 'z': -1.801792860031128}",0.0
252,2023-05-03 06:04:35.926018,9.124074575782602,-113.5761766243146,32.2355,29.4077,"{'x': 34.883060455322266, 'y': 36.61494445800781, 'z': -0.5661519765853882}",0.0
253,2023-05-03 06:05:06.607147,10.674440607524279,-112.43662456772851,31.7554,29.0559,"{'x': 34.88114929199219, 'y': 36.76751708984375, 'z': 0.5995739102363586}",0.0
254,2023-05-03 06:05:37.312537,12.21942090301292,-111.28424913828664,31.382,29.4353,"{'x': 34.725196838378906, 'y': 36.86331558227539, 'z': 1.8616422414779663}",0.0
255,2023-05-03 06:06:08.010717,13.758824657353353,-110.11652200134952,31.7198,29.0497,"{'x': 34.762935638427734, 'y': 37.03268814086914, 'z': 3.3058338165283203}",0.0
256,2023-05-03 06:06:38.722461,15.290762889702082,-108.93211687497744,31.3642,29.3832,"{'x': 34.49355697631836, 'y': 37.18088912963867, 'z': 4.62939977645874}",0.0
257,2023-05-03 06:07:09.422333,16.815360401476546,-107.72806652660185,32.3777,29.628,"{'x': 34.483673095703125, 'y': 37.19896697998047, 'z': 5.872475624084473}",0.0
258,2023-05-03 06:07:40.128747,18.329962501407618,-106.50349276636311,31.6131,29.3037,"{'x': 34.42287063598633, 'y': 37.17800521850586, 'z': 7.407061576843262}",0.0
259,2023-05-03 06:08:10.836301,19.834966903725014,-105.25497088661481,31.8443,29.1752,"{'x': 34.43336868286133, 'y': 37.15129089355469, 'z': 8.515474319458008}",0.0
260,2023-05-03 06:08:41.543585,21.32998794773687,-103.97949575321397,31.2753,29.4322,"{'x': 34.4111328125, 'y': 37.24845504760742, 'z': 9.997027397155762}",0.0
261,2023-05-03 06:09:12.238770,22.812020035611102,-102.6761744826653,31.6131,29.4169,"{'x': 34.27321243286133, 'y': 37.228153228759766, 'z': 11.291128158569336}",0.0
262,2023-05-03 06:09:42.944196,24.28010680998646,-101.34227099375417,31.3464,29.5515,"{'x': 34.120750427246094, 'y': 37.18471908569336, 'z': 12.520562171936035}",0.0
263,2023-05-03 06:10:13.664267,25.733874990260723,-99.97429888894548,31.7376,29.6953,"{'x': 34.118534088134766, 'y': 37.05708694458008, 'z': 13.910323143005371}",0.0
264,2023-05-03 06:10:44.371483,27.172490740955652,-98.56892003159328,31.7554,29.3159,"{'x': 34.152164459228516, 'y': 37.0216064453125, 'z': 15.10737419128418}",0.0
265,2023-05-03 06:11:15.082143,28.592548822483426,-97.12517106828948,31.3287,29.2272,"{'x': 34.034576416015625, 'y': 36.803802490234375, 'z': 16.458560943603516}",0.0
266,2023-05-03 06:11:45.771237,29.994079412146196,-95.6384925646624,31.5242,29.013,"{'x': 34.023780822753906, 'y': 36.698097229003906, 'z': 17.77077865600586}",0.0
267,2023-05-03 06:12:16.490969,31.374382021756333,-94.1069130169868,31.4353,29.2394,"{'x': 33.904205322265625, 'y': 36.37914276123047, 'z': 18.967010498046875}",0.0
268,2023-05-03 06:12:47.196388,32.73294577569314,-92.52584345101667,32.271,29.6892,"{'x': 33.97264099121094, 'y': 36.16782760620117, 'z': 20.138429641723633}",0.0
269,2023-05-03 06:13:17.880137,34.06642909235211,-90.89371894353671,31.8976,29.4077,"{'x': 33.83427810668945, 'y': 35.818260192871094, 'z': 21.796558380126953}",0.0
270,2023-05-03 06:13:48.579649,35.37366340652525,-89.20623632673016,31.6309,29.3955,"{'x': 33.81079864501953, 'y': 35.48902893066406, 'z': 22.743314743041992}",0.0
271,2023-05-03 06:14:19.281027,36.652884304149765,-87.45946450599249,32.111,29.1415,"{'x': 33.93099594116211, 'y': 35.20835876464844, 'z': 23.884218215942383}",0.0
272,2023-05-03 06:14:49.978527,37.90052604727246,-85.65179777509393,31.1331,29.319,"{'x': 33.90904235839844, 'y': 34.81147003173828, 'z': 25.012353897094727}",0.0
273,2023-05-03 06:15:20.686821,39.11612761347293,-83.77694897279304,31.222,29.2517,"{'x': 33.94203186035156, 'y': 34.405517578125, 'z': 25.945348739624023}",0.0
274,2023-05-03 06:15:51.405471,40.295693426390635,-81.83364567928041,31.542,29.3006,"{'x': 33.868690490722656, 'y': 34.0156135559082, 'z': 26.828340530395508}",0.0
275,2023-05-03 06:16:22.119794,41.43705339791807,-79.81773370663426,31.2575,29.1782,"{'x': 33.92909622192383, 'y': 33.453250885009766, 'z': 27.75634765625}",0.0
276,2023-05-03 06:16:52.788699,42.53668366620339,-77.72731928277305,31.5242,29.1782,"{'x': 34.016441345214844, 'y': 32.94032669067383, 'z': 28.66771697998047}",0.0
277,2023-05-03 06:17:23.497954,43.59021346669687,-75.56265012863291,32.1821,29.5087,"{'x': 34.01004409790039, 'y': 32.39542770385742, 'z': 29.402076721191406}",0.0
278,2023-05-03 06:17:54.165283,44.59666097581308,-73.31716507349431,31.3287,29.5056,"{'x': 33.964439392089844, 'y': 31.87641716003418, 'z': 30.136533737182617}",0.0
279,2023-05-03 06:18:24.857031,45.551892382322926,-70.99083653426383,31.1864,29.1293,"{'x': 34.007572174072266, 'y': 31.289825439453125, 'z': 30.758169174194336}",0.0
280,2023-05-03 06:18:55.566778,46.45202757948549,-68.58395481767371,31.4887,29.4383,"{'x': 33.913822174072266, 'y': 30.63741111755371, 'z': 31.22458267211914}",0.0
281,2023-05-03 06:19:26.246527,47.295719673974574,-66.09001166207197,32.1466,29.5148,"{'x': 33.921791076660156, 'y': 30.014623641967773, 'z': 31.606266021728516}",0.0
282,2023-05-03 06:19:56.949339,48.07591009828116,-63.520149727339444,31.6843,29.1935,"{'x': 33.984378814697266, 'y': 29.60025978088379, 'z': 32.05940628051758}",0.0
283,2023-05-03 06:20:27.644184,48.791808696235336,-60.86740506486975,31.382,29.5209,"{'x': 33.98775100708008, 'y': 29.021339416503906, 'z': 32.80059814453125}",0.0
284,2023-05-03 06:20:58.342294,49.43855905252801,-58.13935073984421,31.8976,29.3373,"{'x': 34.065513610839844, 'y': 28.3593692779541, 'z': 33.41891860961914}",0.0
285,2023-05-03 06:21:29.049380,50.013021370312586,-55.339504633163436,31.2042,29.319,"{'x': 33.98155212402344, 'y': 27.716266632080078, 'z': 33.789554595947266}",0.0
286,2023-05-03 06:21:59.776044,50.511984828398326,-52.47366375211492,31.4176,29.4567,"{'x': 34.13944625854492, 'y': 26.990310668945312, 'z': 33.992034912109375}",0.0
287,2023-05-03 06:22:30.477646,50.9327587498967,-49.54701942917109,31.2042,29.4475,"{'x': 34.11808395385742, 'y': 26.343544006347656, 'z': 34.190582275390625}",0.45
288,2023-05-03 06:23:01.169366,51.2720629212525,-46.57309034709753,31.4709,29.218,"{'x': 34.12542724609375, 'y': 25.720111846923828, 'z': 34.295719146728516}",0.44
289,2023-05-03 06:23:31.896137,51.52814123708476,-43.559158403942625,31.8798,29.4322,"{'x': 34.13185119628906, 'y': 25.010643005371094, 'z': 34.50776672363281}",0.32
290,2023-05-03 06:24:02.618422,51.699472444445306,-40.512525822066145,31.3109,29.218,"{'x': 34.268341064453125, 'y': 24.33030891418457, 'z': 34.70729064941406}",0.36
291,2023-05-03 06:24:33.333954,51.78457821964859,-37.448447468034274,31.2753,29.423,"{'x': 34.188682556152344, 'y': 23.66941261291504, 'z': 34.79153823852539}",0.39
292,2023-05-03 06:25:04.018642,51.78296340259446,-34.381996465636156,31.1331,29.1935,"{'x': 34.23682403564453, 'y': 23.1523380279541, 'z': 34.794185638427734}",0.35
293,2023-05-03 06:25:34.717221,51.694676067249006,-31.319317016240554,31.4353,29.1935,"{'x': 34.28302764892578, 'y': 22.669166564941406, 'z': 34.39997482299805}",0.37
294,2023-05-03 06:26:05.428805,51.52038483024156,-28.27641118664648,31.8443,29.3832,"{'x': 34.42458724975586, 'y': 22.167896270751953, 'z': 34.233455657958984}",0.23
295,2023-05-03 06:26:36.120222,51.26111521492717,-25.262123267730804,31.951,29.3618,"{'x': 34.5928840637207, 'y': 21.700233459472656, 'z': 34.37187194824219}",0.0
296,2023-05-03 06:27:06.839566,50.91888308386439,-22.2904318201212,31.4353,29.4047,"{'x': 34.572513580322266, 'y': 21.150646209716797, 'z': 34.27342224121094}",0.0
297,2023-05-03 06:27:37.582236,50.49531587864414,-19.366456307830163,31.1686,29.1568,"{'x': 34.574676513671875, 'y': 20.823471069335938, 'z': 33.86716842651367}",0.03
298,2023-05-03 06:28:08.320992,49.992887104620706,-16.49928427120583,32.0399,29.3098,"{'x': 34.60686492919922, 'y': 20.2429141998291, 'z': 33.53252029418945}",0.0
299,2023-05-03 06:28:39.025380,49.415499616393824,-13.701288094234483,31.222,29.6861,"{'x': 34.78514862060547, 'y': 19.854616165161133, 'z': 33.43938446044922}",25.1
300,2023-05-03 06:29:09.763260,48.765342895658776,-10.973083899509394,31.382,29.3771,"{'x': 34.915103912353516, 'y': 19.434555053710938, 'z': 33.11372756958008}",16.62
301,2023-05-03 06:29:40.479276,48.046155900651584,-8.320971486165202,31.3642,29.3557,"{'x': 34.96291732788086, 'y': 19.010515213012695, 'z': 32.764808654785156}",89.35
302,2023-05-03 06:30:11.182248,47.26281376988602,-5.752327135782321,31.2042,29.2853,"{'x': 35.156333923339844, 'y': 18.654560089111328, 'z': 32.67446517944336}",98.66
303,2023-05-03 06:30:41.866866,46.41730901488019,-3.2634115542665647,31.1509,29.4291,"{'x': 35.27157211303711, 'y': 18.262710571289062, 'z': 32.41872024536133}",178.49
304,2023-05-03 06:31:12.529952,45.513924441739164,-0.8572201174643954,31.5065,29.3526,"{'x': 35.41228485107422, 'y': 17.74213409423828, 'z': 32.32316970825195}",176.34
305,2023-05-03 06:31:43.194822,44.557293623406636,1.4640222292253606,31.8087,29.2762,"{'x': 35.50901794433594, 'y': 17.32010841369629, 'z': 32.22228240966797}",177.21
306,2023-05-03 06:32:13.854199,43.54968889698056,3.7045395667249044,31.2042,29.1232,"{'x': 35.70804214477539, 'y': 16.843040466308594, 'z': 31.949142456054688}",160.35
307,2023-05-03 06:32:44.540359,42.49470357218126,5.8654374067611785,31.382,29.163,"{'x': 35.85894775390625, 'y': 16.56569480895996, 'z': 31.730195999145508}",110.15
